customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST06025,Female,0,No,No,54,No,No,No,No internet service,No,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,59.11,3192.02,No
CUST06026,Female,0,Yes,No,55,Yes,No phone service,No,No,No internet service,No,No,No,No,Month-to-month,Yes,Mailed check,22.28,1224.48,No
CUST06027,Male,0,Yes,No,67,Yes,Yes,Fiber optic,No,No,No,Yes,No internet service,No,One year,No,Mailed check,86.7,5811.77,No
CUST06028,Female,1,No,No,43,Yes,Yes,No,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),116.83,5027.42,No
CUST06029,Female,0,Yes,No,30,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),84.84,2535.13,No
CUST06030,Male,0,Yes,No,57,Yes,No phone service,Fiber optic,No,No internet service,Yes,Yes,No,No internet service,One year,Yes,Electronic check,40.89,2329.31,No
CUST06031,Male,0,No,Yes,52,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,54.23,2817.04,Yes
CUST06032,Male,0,No,No,22,Yes,No,DSL,No,No,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,117.62,2583.99,Yes
CUST06033,Male,0,No,Yes,27,Yes,Yes,Fiber optic,No,No internet service,No,No,No,Yes,Two year,Yes,Electronic check,40.85,1099.4,No
CUST06034,Female,1,Yes,No,15,Yes,Yes,DSL,No,No,No,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,75.28,1122.73,Yes
CUST06035,Female,0,Yes,Yes,36,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),58.85,2126.35,No
CUST06036,Female,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,Yes,No,One year,Yes,Mailed check,96.37,1924.46,No
CUST06037,Female,0,No,No,16,Yes,No,Fiber optic,No,No,Yes,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),106.47,1702.8,No
CUST06038,Female,0,Yes,Yes,36,Yes,Yes,DSL,No,Yes,No,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),52.77,1898.16,No
CUST06039,Female,0,Yes,No,18,No,No,DSL,No,No,No,No,Yes,No internet service,One year,Yes,Credit card (automatic),85.36,1533.74,No
CUST06040,Female,0,Yes,Yes,29,Yes,No,No,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,74.0,2148.08,Yes
CUST06041,Male,0,No,No,44,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),46.4,2040.04,Yes
CUST06042,Female,0,Yes,No,17,Yes,Yes,No,No internet service,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),45.74,780.61,No
CUST06043,Female,0,No,Yes,61,Yes,Yes,DSL,No,No internet service,No,No internet service,Yes,No internet service,Two year,Yes,Bank transfer (automatic),72.94,4457.19,No
CUST06044,Male,0,Yes,Yes,35,Yes,Yes,DSL,No,Yes,No internet service,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),33.71,1174.35,Yes
CUST06045,Female,0,No,Yes,51,No,No,Fiber optic,No,No,No internet service,Yes,Yes,No,Month-to-month,No,Credit card (automatic),100.7,5137.31,Yes
CUST06046,Male,0,No,No,18,Yes,No,Fiber optic,Yes,No,No,No internet service,No,No,Month-to-month,Yes,Mailed check,25.04,452.19,Yes
CUST06047,Male,1,No,No,43,Yes,No phone service,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,27.65,1183.07,No
CUST06048,Female,0,No,No,6,Yes,No,Fiber optic,No,Yes,No internet service,No,No,No,One year,Yes,Electronic check,52.91,320.69,No
CUST06049,Male,0,No,No,43,No,No,Fiber optic,Yes,No internet service,No,No internet service,No,No,One year,No,Electronic check,30.05,1290.84,No
CUST06050,Female,0,No,No,67,Yes,Yes,DSL,No internet service,No internet service,Yes,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,66.52,4464.74,Yes
CUST06051,Male,0,Yes,No,33,Yes,Yes,DSL,No,No,Yes,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),58.77,1944.41,No
CUST06052,Male,1,No,No,65,Yes,No,Fiber optic,No internet service,No internet service,No,No,Yes,Yes,One year,Yes,Mailed check,91.62,5955.3,No
CUST06053,Female,0,No,No,68,Yes,No,Fiber optic,No,Yes,No,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),115.21,7833.2,Yes
CUST06054,Female,0,Yes,No,54,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No,Yes,Two year,Yes,Electronic check,94.86,5131.1,No
CUST06055,Male,0,Yes,No,9,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,No,Mailed check,36.3,323.8,No
CUST06056,Male,0,Yes,No,41,Yes,Yes,DSL,No internet service,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,113.42,4651.54,Yes
CUST06057,Female,0,Yes,No,40,Yes,No,No,No,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),58.0,2319.67,Yes
CUST06058,Female,0,No,No,68,Yes,No phone service,No,Yes,No,No,No,Yes,No internet service,Two year,No,Credit card (automatic),66.37,4519.13,No
CUST06059,Male,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,61.0,555.36,Yes
CUST06060,Female,0,No,Yes,9,Yes,No,DSL,No,Yes,No,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,46.62,422.29,Yes
CUST06061,Male,1,No,No,59,No,Yes,Fiber optic,No,Yes,No internet service,No,No internet service,No,One year,No,Bank transfer (automatic),109.29,6445.47,No
CUST06062,Female,0,No,No,50,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,51.89,2593.72,Yes
CUST06063,Female,0,No,No,20,Yes,No,No,No internet service,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),77.02,1534.25,No
CUST06064,Male,0,No,Yes,7,Yes,Yes,No,No,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,42.48,298.6,Yes
CUST06065,Female,0,Yes,No,64,Yes,Yes,No,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,99.33,6353.09,No
CUST06066,Male,0,Yes,No,29,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,96.97,2823.32,Yes
CUST06067,Male,1,Yes,No,48,No,No phone service,No,No internet service,No,No,No,No internet service,No,Month-to-month,No,Credit card (automatic),48.22,2311.82,Yes
CUST06068,Male,1,Yes,No,8,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,Yes,No,Two year,No,Electronic check,87.52,705.29,Yes
CUST06069,Male,1,Yes,No,16,Yes,Yes,No,No internet service,No,No,Yes,No,No,One year,No,Electronic check,89.8,1444.44,No
CUST06070,Female,0,Yes,No,68,Yes,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),75.38,5129.98,Yes
CUST06071,Female,0,No,No,57,Yes,No,DSL,No internet service,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,79.26,4515.29,Yes
CUST06072,Male,0,No,No,56,Yes,Yes,Fiber optic,No internet service,No,Yes,No,Yes,No internet service,One year,No,Electronic check,76.59,4286.15,No
CUST06073,Female,0,No,No,61,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,26.35,1622.07,Yes
CUST06074,Female,1,No,No,51,Yes,No,Fiber optic,No,No internet service,Yes,No,No internet service,No,Two year,No,Credit card (automatic),86.37,4414.74,No
CUST06075,Female,0,No,Yes,60,Yes,No,No,No,No,No,No internet service,Yes,Yes,Two year,Yes,Bank transfer (automatic),65.92,3956.72,No
CUST06076,Female,0,Yes,No,39,Yes,Yes,DSL,No,Yes,No,Yes,No internet service,Yes,One year,Yes,Electronic check,62.72,2444.39,No
CUST06077,Female,0,No,Yes,37,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),105.72,3907.29,Yes
CUST06078,Female,0,No,No,42,Yes,No,DSL,No internet service,No,No internet service,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),20.37,852.44,Yes
CUST06079,Male,0,No,No,62,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,No internet service,No,One year,No,Electronic check,43.63,2708.61,No
CUST06080,Female,0,Yes,No,18,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,30.38,558.4,No
CUST06081,Female,0,No,No,49,Yes,Yes,DSL,Yes,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),21.6,1057.81,No
CUST06082,Male,0,Yes,No,32,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),46.12,1481.83,Yes
CUST06083,Male,0,No,No,12,Yes,No,No,No,No,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,118.82,1430.33,Yes
CUST06084,Male,0,No,No,61,Yes,Yes,No,No,Yes,No internet service,No,No,No,Month-to-month,Yes,Electronic check,45.56,2777.7,No
CUST06085,Female,0,No,No,42,Yes,No,DSL,No,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,85.7,3604.4,Yes
CUST06086,Male,0,No,No,48,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),30.07,1448.51,No
CUST06087,Male,0,Yes,No,35,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),79.39,2783.23,Yes
CUST06088,Female,0,Yes,No,9,Yes,No,Fiber optic,No internet service,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,118.42,1063.72,Yes
CUST06089,Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,47.77,242.44,Yes
CUST06090,Female,0,Yes,No,56,Yes,Yes,No,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),104.5,5857.95,No
CUST06091,Female,0,No,Yes,0,Yes,No,DSL,No internet service,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,119.75,4.78,Yes
CUST06092,Female,0,No,No,70,Yes,No,DSL,No,No internet service,No,No,No,No internet service,One year,Yes,Mailed check,78.03,5467.49,No
CUST06093,Female,0,No,No,57,Yes,No,Fiber optic,Yes,No,No,No,Yes,No internet service,Two year,Yes,Credit card (automatic),49.56,2823.9,No
CUST06094,Female,1,No,Yes,20,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),86.7,1739.36,Yes
CUST06095,Female,0,No,No,55,Yes,No,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,104.17,5735.8,Yes
CUST06096,Female,0,Yes,No,19,Yes,No,Fiber optic,Yes,No internet service,No,No,No,No,Month-to-month,Yes,Electronic check,35.48,671.84,Yes
CUST06097,Female,1,Yes,Yes,53,Yes,No,DSL,Yes,No,No,No internet service,No internet service,Yes,Two year,Yes,Credit card (automatic),64.16,3393.56,No
CUST06098,Male,0,Yes,Yes,24,Yes,No,Fiber optic,No,Yes,No internet service,Yes,Yes,Yes,One year,Yes,Mailed check,50.56,1221.62,No
CUST06099,Male,0,Yes,Yes,27,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Electronic check,46.9,1263.99,No
CUST06100,Female,0,Yes,Yes,4,Yes,No,No,No,No,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),105.8,419.49,Yes
CUST06101,Female,0,No,Yes,20,Yes,No,Fiber optic,No,Yes,No,No internet service,No internet service,No,Two year,No,Credit card (automatic),61.01,1221.26,No
CUST06102,Female,1,No,Yes,17,Yes,No,Fiber optic,No,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),52.59,892.68,Yes
CUST06103,Female,0,No,No,46,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),79.56,3650.13,Yes
CUST06104,Female,0,Yes,No,69,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,No,Yes,Two year,Yes,Electronic check,40.38,2790.68,No
CUST06105,Male,0,No,Yes,56,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,No,No,Two year,Yes,Electronic check,41.45,2325.53,No
CUST06106,Male,0,Yes,Yes,18,Yes,Yes,DSL,No,No internet service,No internet service,No,Yes,No,Month-to-month,No,Electronic check,71.07,1274.1,Yes
CUST06107,Female,0,No,No,64,Yes,No,No,No,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),59.75,3823.87,Yes
CUST06108,Male,0,No,Yes,2,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,Yes,No,Month-to-month,No,Electronic check,48.09,91.09,Yes
CUST06109,Male,0,No,Yes,41,No,No,Fiber optic,No,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Mailed check,23.5,959.21,Yes
CUST06110,Female,0,No,Yes,20,Yes,No phone service,No,No internet service,No,Yes,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),71.12,1419.39,Yes
CUST06111,Female,0,No,Yes,39,Yes,No,No,No,No,No,No internet service,Yes,No internet service,Two year,Yes,Electronic check,101.29,3952.95,No
CUST06112,Female,1,Yes,No,66,Yes,Yes,No,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,104.84,6929.5,No
CUST06113,Male,0,Yes,Yes,24,Yes,No,No,No,Yes,Yes,No,No internet service,No internet service,One year,No,Mailed check,42.01,1006.17,No
CUST06114,Female,0,No,No,54,Yes,No,DSL,Yes,No internet service,Yes,No,Yes,No internet service,One year,No,Credit card (automatic),79.16,4278.83,No
CUST06115,Female,0,Yes,No,51,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,No,No,Month-to-month,No,Mailed check,105.3,5374.29,Yes
CUST06116,Female,0,No,No,43,No,Yes,Fiber optic,Yes,No,No,No internet service,No,Yes,Two year,No,Mailed check,59.69,2556.02,No
CUST06117,Male,0,No,No,55,Yes,No,DSL,No,No,No,No,No,No internet service,One year,Yes,Electronic check,113.08,6212.47,No
CUST06118,Male,1,No,Yes,54,Yes,Yes,No,Yes,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,110.1,5955.63,Yes
CUST06119,Female,0,Yes,No,69,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),39.23,2704.34,No
CUST06120,Female,0,Yes,No,72,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),44.41,3199.79,Yes
CUST06121,Male,1,No,Yes,65,Yes,No,No,No,No internet service,No,Yes,No,No,Two year,Yes,Credit card (automatic),36.41,2368.33,No
CUST06122,Male,0,No,Yes,18,Yes,No phone service,DSL,Yes,Yes,No internet service,Yes,No,Yes,Two year,No,Credit card (automatic),38.0,673.36,No
CUST06123,Female,0,Yes,No,6,No,Yes,Fiber optic,No internet service,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),110.6,660.19,Yes
CUST06124,Female,0,No,No,62,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No internet service,Yes,One year,No,Electronic check,112.98,7008.39,No
CUST06125,Male,0,No,Yes,41,Yes,Yes,DSL,No internet service,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,23.29,950.2,Yes
CUST06126,Male,0,Yes,No,41,Yes,No,DSL,Yes,No,No internet service,Yes,No internet service,Yes,One year,Yes,Bank transfer (automatic),78.55,3218.66,No
CUST06127,Male,0,Yes,Yes,58,Yes,No,No,No,No,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),75.55,4375.88,Yes
CUST06128,Male,0,No,No,19,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,57.84,1094.76,Yes
CUST06129,Male,0,No,No,72,Yes,No,No,No internet service,No internet service,No,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),82.43,5932.33,Yes
CUST06130,Female,1,No,No,16,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,114.63,1824.78,No
CUST06131,Female,0,No,Yes,26,Yes,Yes,DSL,No,No,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,35.37,925.48,No
CUST06132,Female,0,Yes,No,46,Yes,No,DSL,No,No,Yes,No,Yes,No internet service,Two year,No,Electronic check,30.28,1385.94,No
CUST06133,Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,21.41,20.55,Yes
CUST06134,Female,0,Yes,No,62,Yes,No,No,No,No internet service,No,Yes,Yes,Yes,Two year,Yes,Electronic check,55.11,3413.1,No
CUST06135,Female,0,No,Yes,61,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,52.44,3204.22,No
CUST06136,Female,1,Yes,No,18,Yes,No,No,No,No internet service,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),61.94,1108.76,No
CUST06137,Female,1,Yes,No,16,Yes,No,No,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),69.34,1105.53,Yes
CUST06138,Male,0,No,Yes,68,Yes,Yes,No,No,No,Yes,No,No internet service,Yes,One year,Yes,Mailed check,95.3,6473.71,No
CUST06139,Female,0,Yes,No,38,Yes,No phone service,Fiber optic,Yes,No,Yes,No internet service,No internet service,No,One year,Yes,Electronic check,58.0,2191.96,No
CUST06140,Male,0,Yes,Yes,70,Yes,No phone service,No,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),51.72,3622.95,No
CUST06141,Female,0,Yes,Yes,38,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Credit card (automatic),102.34,3889.08,Yes
CUST06142,Male,0,No,Yes,35,Yes,No,DSL,No,No,No internet service,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),104.68,3664.9,Yes
CUST06143,Female,0,No,Yes,39,Yes,No,DSL,No internet service,No,Yes,No,No,Yes,Two year,Yes,Electronic check,41.74,1631.91,No
CUST06144,Female,0,No,Yes,44,Yes,Yes,No,No,Yes,Yes,Yes,No internet service,Yes,Month-to-month,No,Electronic check,50.1,2204.94,Yes
CUST06145,Male,0,No,No,3,Yes,No,DSL,No,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,102.16,304.26,Yes
CUST06146,Male,0,No,No,24,Yes,No,Fiber optic,No,Yes,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),26.1,627.7,Yes
CUST06147,Male,1,Yes,No,68,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,51.24,3481.79,No
CUST06148,Male,0,No,No,29,Yes,Yes,DSL,Yes,No internet service,No internet service,Yes,No internet service,No,One year,Yes,Electronic check,63.73,1853.73,No
CUST06149,Female,0,No,No,67,No,No,DSL,No internet service,No,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,37.08,2482.55,No
CUST06150,Female,0,Yes,Yes,28,Yes,No,No,Yes,No,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,36.35,1017.2,No
CUST06151,Male,0,No,No,72,Yes,No,Fiber optic,No internet service,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,61.34,4419.66,Yes
CUST06152,Female,0,No,No,67,Yes,No,No,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,94.96,6374.0,Yes
CUST06153,Female,0,No,No,50,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),103.7,5179.89,Yes
CUST06154,Female,0,Yes,No,23,Yes,No,No,No internet service,No,No,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),117.88,2705.15,No
CUST06155,Male,0,Yes,No,13,No,No,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,No,Electronic check,25.55,330.92,Yes
CUST06156,Female,0,No,No,68,Yes,No,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),40.1,2723.06,Yes
CUST06157,Female,0,No,Yes,17,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,No,No,Two year,Yes,Mailed check,95.18,1621.56,No
CUST06158,Male,1,No,No,41,No,No,Fiber optic,Yes,No internet service,No,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,73.14,2999.73,Yes
CUST06159,Male,0,Yes,No,56,Yes,No phone service,No,No,Yes,No,No,No,Yes,One year,No,Mailed check,51.42,2873.92,No
CUST06160,Female,0,Yes,No,11,No,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),38.97,432.42,Yes
CUST06161,Female,0,Yes,Yes,16,Yes,No,No,No,No,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),46.61,755.0,Yes
CUST06162,Male,0,Yes,No,29,Yes,Yes,No,No,No,No,No,Yes,No,Two year,Yes,Electronic check,61.79,1787.91,No
CUST06163,Female,0,No,No,22,Yes,Yes,DSL,No internet service,Yes,No,No internet service,Yes,Yes,One year,No,Bank transfer (automatic),36.07,795.17,No
CUST06164,Male,0,Yes,No,0,No,Yes,Fiber optic,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,No,Mailed check,116.35,0.0,Yes
CUST06165,Female,0,Yes,Yes,31,Yes,Yes,DSL,No,No internet service,No,Yes,No,Yes,One year,No,Electronic check,28.97,896.23,No
CUST06166,Male,0,Yes,No,8,Yes,No,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,No internet service,Two year,No,Electronic check,118.53,949.79,Yes
CUST06167,Male,0,Yes,Yes,14,No,No,Fiber optic,No,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,103.87,1453.47,Yes
CUST06168,Female,0,Yes,No,27,Yes,No,No,No,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Electronic check,61.16,1651.88,Yes
CUST06169,Male,0,No,No,23,Yes,No phone service,DSL,No,No internet service,No,No,Yes,Yes,Two year,Yes,Electronic check,93.46,2145.69,No
CUST06170,Female,1,No,Yes,59,Yes,Yes,DSL,No,Yes,No,No internet service,No,No,Month-to-month,Yes,Mailed check,86.49,5109.21,Yes
CUST06171,Female,0,Yes,No,34,Yes,No,DSL,Yes,Yes,Yes,No,No internet service,Yes,One year,No,Credit card (automatic),39.76,1349.79,No
CUST06172,Female,0,Yes,No,26,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No internet service,One year,No,Credit card (automatic),52.59,1361.19,No
CUST06173,Female,0,Yes,Yes,19,No,Yes,No,No,Yes,No internet service,No,No internet service,No internet service,One year,Yes,Credit card (automatic),70.34,1336.27,No
CUST06174,Female,0,No,Yes,64,Yes,Yes,No,No,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,83.06,5320.45,Yes
CUST06175,Male,0,Yes,Yes,48,Yes,No,Fiber optic,Yes,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,73.38,3525.01,Yes
CUST06176,Female,1,Yes,No,0,Yes,Yes,No,No,No internet service,Yes,Yes,No,No,One year,No,Electronic check,66.24,0.0,No
CUST06177,Female,0,No,No,9,Yes,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),63.2,577.67,Yes
CUST06178,Female,1,No,No,46,Yes,Yes,DSL,No internet service,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,68.82,3165.35,No
CUST06179,Male,0,Yes,Yes,58,Yes,Yes,DSL,No,No internet service,Yes,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),62.3,3604.84,No
CUST06180,Male,0,Yes,No,61,Yes,No,No,No,Yes,Yes,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),73.22,4469.39,Yes
CUST06181,Male,1,No,Yes,17,Yes,No phone service,Fiber optic,Yes,No internet service,No,No,No,Yes,Two year,No,Electronic check,108.57,1845.0,No
CUST06182,Male,0,No,Yes,45,Yes,No,Fiber optic,No,No,No,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),82.55,3714.38,Yes
CUST06183,Female,0,No,Yes,31,Yes,Yes,DSL,No,No internet service,Yes,No,Yes,Yes,Two year,Yes,Electronic check,91.71,2847.45,No
CUST06184,Female,1,Yes,No,26,Yes,Yes,Fiber optic,No,No,No,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,78.94,2051.13,Yes
CUST06185,Male,0,Yes,No,17,Yes,No phone service,No,No,No,Yes,No internet service,Yes,No,One year,Yes,Mailed check,83.59,1419.58,No
CUST06186,Male,0,Yes,No,38,Yes,Yes,DSL,No internet service,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),76.99,2919.35,Yes
CUST06187,Male,0,No,Yes,48,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),20.74,992.87,No
CUST06188,Male,0,Yes,No,43,Yes,Yes,DSL,No internet service,No internet service,No internet service,No,No,No,One year,No,Mailed check,119.96,5159.5,No
CUST06189,Female,0,No,No,71,Yes,No,DSL,Yes,No internet service,No internet service,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),21.43,1518.59,Yes
CUST06190,Male,1,No,Yes,53,Yes,No,Fiber optic,No,No,Yes,No internet service,Yes,Yes,Two year,No,Mailed check,58.31,3082.08,No
CUST06191,Female,0,No,No,33,Yes,Yes,DSL,No,Yes,No,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),28.72,951.02,No
CUST06192,Female,1,Yes,Yes,70,No,Yes,Fiber optic,Yes,No internet service,No,No,No,Yes,One year,No,Electronic check,27.89,1955.76,No
CUST06193,Male,1,Yes,Yes,35,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,No,No,Two year,No,Mailed check,98.94,3466.4,No
CUST06194,Female,0,No,No,17,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,Yes,No,Two year,Yes,Bank transfer (automatic),61.44,1039.85,No
CUST06195,Female,0,Yes,Yes,37,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No,No,Two year,No,Bank transfer (automatic),99.72,3689.54,No
CUST06196,Male,0,No,No,58,Yes,Yes,Fiber optic,Yes,No internet service,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),45.82,2658.76,Yes
CUST06197,Female,0,Yes,Yes,8,Yes,Yes,DSL,No,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),44.16,356.25,Yes
CUST06198,Male,0,Yes,Yes,72,Yes,No,Fiber optic,No internet service,No internet service,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),43.63,3144.44,Yes
CUST06199,Male,0,No,No,71,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,No internet service,Yes,Month-to-month,No,Electronic check,80.85,5733.29,Yes
CUST06200,Male,0,No,No,50,Yes,Yes,DSL,No internet service,No,Yes,Yes,No internet service,Yes,Two year,Yes,Credit card (automatic),101.13,5065.11,No
