gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,charge_per_tenure,long_term_mth_to_mth
Male,0,No,Yes,57,Yes,No,No,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,39.74,2264.27,0,0.6851724137931035,1
Female,0,Yes,No,67,Yes,No phone service,DSL,No internet service,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),78.78,5273.36,1,1.1585294117647058,1
Female,0,No,No,52,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No internet service,No,Month-to-month,No,Credit card (automatic),84.44,4394.65,1,1.5932075471698113,1
Female,0,Yes,No,28,Yes,No,DSL,No,No,No internet service,No,No,Yes,Month-to-month,No,Bank transfer (automatic),105.17,2950.29,1,3.626551724137931,1
Female,1,No,No,58,No,No,No,No internet service,No internet service,No internet service,No internet service,Yes,No,One year,Yes,Electronic check,52.63,3047.31,0,0.8920338983050848,0
Male,0,No,No,10,Yes,No,DSL,Yes,No,Yes,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),101.29,1015.67,1,9.208181818181819,0
Male,0,No,No,24,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,55.81,1345.09,0,2.2324,0
Female,0,No,No,40,Yes,No,Fiber optic,No,No,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,27.42,1095.52,1,0.6687804878048781,1
Female,0,Yes,No,52,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,37.48,1943.49,0,0.7071698113207546,1
Male,0,No,No,22,Yes,No phone service,DSL,No,No,Yes,Yes,Yes,No,Two year,No,Electronic check,30.53,663.0,0,1.327391304347826,0
Male,0,Yes,Yes,45,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,80.39,3621.03,1,1.747608695652174,1
Male,0,No,No,35,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),75.99,2660.49,1,2.1108333333333333,1
Male,1,Yes,No,41,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No internet service,Month-to-month,Yes,Mailed check,90.24,3701.36,1,2.1485714285714286,1
Male,0,Yes,No,31,Yes,No,Fiber optic,Yes,No,No internet service,Yes,Yes,No,Two year,Yes,Electronic check,83.86,2602.93,0,2.620625,0
Female,0,No,No,58,Yes,No,DSL,No internet service,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,No,Electronic check,39.78,2307.81,0,0.6742372881355932,1
Male,0,No,Yes,57,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,101.67,5790.68,1,1.7529310344827587,1
Female,0,Yes,Yes,10,Yes,No,Fiber optic,No,No,No,Yes,No internet service,No internet service,One year,Yes,Mailed check,104.04,1038.27,1,9.458181818181819,0
Male,1,Yes,No,43,Yes,Yes,DSL,No internet service,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),59.3,2546.88,0,1.3477272727272727,1
Male,0,Yes,No,25,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),70.66,1763.5,0,2.7176923076923076,0
Male,1,Yes,No,34,No,Yes,DSL,No,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),35.12,1191.7,0,1.0034285714285713,0
Male,0,Yes,No,4,Yes,Yes,DSL,Yes,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),113.55,452.1,1,22.71,0
Female,0,Yes,No,27,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,No,Mailed check,23.98,641.12,0,0.8564285714285714,0
Female,0,Yes,No,29,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),59.89,1730.97,1,1.9963333333333333,1
Female,1,No,No,64,Yes,Yes,No,No,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),50.12,3200.88,1,0.771076923076923,1
Female,0,Yes,No,23,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,24.48,569.33,0,1.02,0
Male,1,Yes,Yes,7,Yes,Yes,DSL,No internet service,Yes,No,No,Yes,No,Two year,Yes,Mailed check,114.05,800.34,1,14.25625,0
Male,0,No,Yes,13,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),21.91,288.77,0,1.565,0
Female,1,Yes,Yes,5,Yes,Yes,DSL,No,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,90.17,448.39,1,15.028333333333334,0
Female,0,Yes,Yes,60,Yes,No,No,No,Yes,No,No internet service,No,Yes,One year,No,Electronic check,41.58,2494.27,0,0.681639344262295,0
Female,0,Yes,No,38,Yes,Yes,Fiber optic,No,Yes,No,No internet service,Yes,No,Two year,Yes,Electronic check,72.44,2752.44,0,1.8574358974358973,0
Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Mailed check,37.43,335.24,1,3.743,0
Female,0,No,No,54,Yes,No phone service,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),65.22,3521.16,0,1.1858181818181819,0
Male,1,No,No,38,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No,No,One year,No,Credit card (automatic),97.75,3719.97,0,2.5064102564102564,0
Male,1,Yes,Yes,42,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),111.18,4668.66,0,2.5855813953488376,0
Male,0,Yes,No,59,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,75.1,4429.21,1,1.2516666666666665,1
Male,0,No,Yes,25,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),34.41,861.04,1,1.3234615384615382,1
Male,1,No,No,32,Yes,Yes,DSL,Yes,No,No internet service,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),107.85,3451.28,0,3.268181818181818,0
Male,0,Yes,Yes,41,Yes,Yes,DSL,No,No internet service,No,No,No,No,One year,No,Mailed check,21.99,886.91,0,0.5235714285714286,0
Female,0,Yes,No,17,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),27.15,462.13,1,1.5083333333333333,0
Male,0,Yes,No,17,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,No,Month-to-month,Yes,Electronic check,46.79,794.61,1,2.5994444444444444,0
Male,1,Yes,Yes,69,No,No phone service,DSL,Yes,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),77.73,5370.2,1,1.1104285714285715,1
Female,0,No,No,26,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,105.09,2728.29,0,3.8922222222222222,0
Male,0,Yes,No,22,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Electronic check,95.69,2093.71,0,4.160434782608696,0
Female,0,No,Yes,68,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No,Yes,One year,Yes,Electronic check,85.71,5839.36,0,1.2421739130434781,0
Male,0,Yes,No,59,No,Yes,DSL,No,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),95.58,5635.94,1,1.593,1
Female,1,No,No,44,Yes,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,No internet service,Two year,No,Credit card (automatic),25.51,1112.3,0,0.5668888888888889,0
Female,0,Yes,Yes,59,Yes,No,Fiber optic,Yes,No,No internet service,No,No,Yes,One year,No,Bank transfer (automatic),116.49,6870.66,0,1.9415,0
Male,0,Yes,No,13,Yes,No phone service,No,No,No,Yes,No,Yes,No internet service,Month-to-month,No,Mailed check,107.9,1408.68,1,7.707142857142857,0
Female,0,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,70.69,2114.93,1,2.2803225806451612,1
Female,0,Yes,Yes,58,Yes,Yes,DSL,No,Yes,No internet service,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),64.46,3738.67,0,1.092542372881356,0
Male,0,Yes,Yes,53,Yes,Yes,DSL,No internet service,Yes,No,Yes,No internet service,Yes,One year,No,Mailed check,53.08,2814.54,0,0.9829629629629629,0
Female,0,Yes,Yes,44,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,23.59,1040.94,1,0.5242222222222223,1
Male,0,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,93.32,6528.24,1,1.3143661971830984,1
Male,0,No,Yes,1,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,Yes,No,One year,No,Credit card (automatic),38.25,39.74,0,19.125,0
Male,1,No,No,1,Yes,Yes,DSL,No internet service,No,No,No internet service,Yes,No,One year,No,Mailed check,49.74,50.75,0,24.87,0
Male,0,Yes,No,52,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No internet service,Two year,No,Electronic check,40.18,2088.65,0,0.7581132075471698,0
Female,0,No,No,72,Yes,No,Fiber optic,No,No,No internet service,No internet service,No internet service,No,One year,Yes,Credit card (automatic),42.97,3089.18,0,0.5886301369863014,0
Male,0,No,No,71,Yes,No,No,No internet service,No,No internet service,No,Yes,Yes,One year,Yes,Electronic check,49.91,3534.11,0,0.6931944444444444,0
Female,0,Yes,No,18,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),97.86,1754.69,0,5.150526315789474,0
Female,0,No,No,28,Yes,Yes,DSL,No internet service,No,No,Yes,No,Yes,Two year,No,Mailed check,85.43,2396.44,0,2.9458620689655173,0
Male,0,Yes,No,55,Yes,Yes,DSL,No,No,Yes,Yes,No internet service,Yes,Month-to-month,No,Electronic check,20.14,1107.33,1,0.35964285714285715,1
Female,1,Yes,No,50,Yes,No,No,No internet service,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),110.74,5533.46,1,2.171372549019608,1
Female,0,Yes,No,34,No,No phone service,Fiber optic,No internet service,No internet service,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),24.21,816.44,1,0.6917142857142857,1
Male,0,No,No,53,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),111.6,5918.01,0,2.0666666666666664,0
Female,0,Yes,No,72,Yes,No,Fiber optic,Yes,No internet service,No internet service,No,Yes,No,Month-to-month,Yes,Credit card (automatic),20.77,1490.87,1,0.2845205479452055,1
Male,0,Yes,No,55,No,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.15,4625.82,1,1.5026785714285715,1
Male,0,No,Yes,61,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,97.64,5951.86,1,1.5748387096774195,1
Female,1,No,No,8,Yes,No phone service,No,No internet service,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),69.29,558.57,0,7.69888888888889,0
Male,1,No,Yes,21,Yes,Yes,No,Yes,Yes,No internet service,Yes,No,No internet service,Two year,Yes,Electronic check,82.08,1730.5,0,3.730909090909091,0
Female,0,Yes,Yes,47,Yes,No phone service,DSL,Yes,No,No,No,No,No internet service,Two year,No,Electronic check,117.64,5523.52,0,2.450833333333333,0
Female,0,Yes,Yes,34,No,No,DSL,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),27.5,943.89,0,0.7857142857142857,0
Male,0,Yes,No,25,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),26.53,666.78,1,1.0203846153846154,1
Male,1,No,No,19,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,48.22,914.21,0,2.411,0
Male,0,No,Yes,20,Yes,No,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,Yes,Two year,Yes,Electronic check,47.77,956.19,0,2.2747619047619048,0
Female,0,Yes,No,16,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,55.55,889.23,0,3.2676470588235293,0
Female,1,Yes,Yes,69,No,Yes,DSL,No internet service,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),82.04,5658.63,1,1.1720000000000002,1
Female,0,No,No,50,Yes,Yes,No,No,Yes,No internet service,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),110.37,5520.93,1,2.1641176470588235,1
Male,0,No,No,5,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),74.0,358.27,1,12.333333333333334,0
Female,0,No,Yes,61,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No,No internet service,Month-to-month,No,Electronic check,95.57,5837.18,1,1.5414516129032256,1
Male,0,No,No,50,Yes,No,Fiber optic,No,No,No internet service,Yes,No,No,Month-to-month,Yes,Electronic check,105.45,5288.08,1,2.0676470588235296,1
Male,0,Yes,No,56,Yes,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,20.79,1167.64,0,0.36473684210526314,1
Male,0,Yes,Yes,25,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,59.87,1499.44,1,2.3026923076923076,1
Female,0,No,Yes,23,Yes,No,No,Yes,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),118.71,2737.08,0,4.94625,0
Male,0,No,No,5,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,No,No internet service,One year,Yes,Electronic check,92.96,464.74,1,15.493333333333332,0
Female,0,Yes,No,28,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,No,One year,Yes,Bank transfer (automatic),25.89,726.19,0,0.8927586206896552,0
Male,0,Yes,No,45,Yes,Yes,No,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),40.0,1804.49,1,0.8695652173913043,1
Male,0,No,No,30,Yes,No,Fiber optic,No internet service,Yes,No,No,No,No,Two year,Yes,Electronic check,69.23,2080.97,0,2.233225806451613,0
Male,0,Yes,Yes,28,Yes,No phone service,DSL,No internet service,No,No,No,No internet service,No,One year,Yes,Mailed check,77.11,2157.37,0,2.6589655172413793,0
Male,1,Yes,No,26,No,No phone service,Fiber optic,No,Yes,Yes,No internet service,No,Yes,Month-to-month,No,Mailed check,66.16,1717.54,1,2.4503703703703703,1
Male,0,No,No,49,Yes,Yes,No,No,Yes,Yes,No internet service,Yes,Yes,Month-to-month,No,Mailed check,75.64,3704.26,1,1.5128,1
Male,0,No,Yes,72,No,No,Fiber optic,Yes,No,No internet service,No,No,No,Two year,No,Mailed check,115.06,8289.94,0,1.576164383561644,0
Female,1,No,No,31,Yes,No,Fiber optic,No,Yes,No,No internet service,No internet service,No,Month-to-month,No,Electronic check,112.33,3479.41,1,3.5103125,1
Female,0,Yes,No,10,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,103.16,1030.66,1,9.378181818181817,0
Male,1,Yes,No,47,Yes,No,No,No,No,No internet service,No,No internet service,No,Month-to-month,No,Mailed check,105.47,4954.17,1,2.1972916666666666,1
Female,0,Yes,Yes,7,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),117.97,821.52,1,14.74625,0
Female,0,Yes,Yes,34,Yes,No,No,Yes,No,No internet service,Yes,No internet service,No,Two year,Yes,Electronic check,94.61,3218.46,0,2.7031428571428573,0
Female,0,Yes,No,46,Yes,Yes,Fiber optic,No,No,No,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),71.93,3306.87,1,1.5304255319148938,1
Male,0,Yes,No,48,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),45.24,2161.0,0,0.9232653061224491,0
Male,0,Yes,No,35,Yes,No,Fiber optic,No,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),95.44,3344.87,1,2.651111111111111,1
Male,0,Yes,No,32,Yes,Yes,No,No,No internet service,No,No internet service,No,No,Month-to-month,No,Credit card (automatic),110.18,3526.43,1,3.338787878787879,1
Female,0,Yes,No,11,Yes,Yes,DSL,Yes,No internet service,Yes,No,No internet service,Yes,Two year,Yes,Electronic check,106.44,1182.72,1,8.87,0
Male,1,No,Yes,1,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,90.83,83.98,1,45.415,0
Male,0,No,No,41,Yes,Yes,DSL,Yes,No internet service,Yes,No,No internet service,No,Two year,Yes,Credit card (automatic),112.33,4608.82,0,2.6745238095238095,0
Male,0,Yes,No,66,Yes,No phone service,DSL,No,Yes,No,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),100.43,6624.47,1,1.4989552238805972,1
Male,0,No,No,58,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No internet service,No internet service,One year,Yes,Electronic check,43.71,2538.1,0,0.7408474576271187,0
Female,0,No,No,36,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,100.07,3591.44,1,2.7045945945945946,1
Male,0,Yes,No,44,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),20.95,918.89,0,0.46555555555555556,1
Male,0,No,Yes,62,Yes,No,Fiber optic,No internet service,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,60.52,3751.09,0,0.9606349206349207,0
Male,1,Yes,Yes,4,Yes,Yes,DSL,No internet service,No internet service,No internet service,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),51.4,203.28,1,10.28,0
Female,0,Yes,No,69,Yes,Yes,DSL,No,No,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,111.27,7669.77,1,1.5895714285714284,1
Female,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,Yes,No,One year,Yes,Mailed check,96.37,1924.46,0,4.589047619047619,0
Male,0,No,No,7,Yes,Yes,Fiber optic,No internet service,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,82.16,571.26,1,10.27,0
Female,0,Yes,Yes,66,Yes,No phone service,Fiber optic,Yes,No,No,Yes,No,No internet service,Month-to-month,No,Electronic check,57.19,3771.7,1,0.8535820895522388,1
Female,1,Yes,No,16,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Credit card (automatic),96.42,1542.3,0,5.671764705882353,0
Male,1,Yes,Yes,50,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),72.81,3636.89,1,1.4276470588235295,1
Male,0,No,No,31,Yes,Yes,DSL,No internet service,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,59.22,1842.51,0,1.850625,1
Female,0,No,No,69,Yes,No phone service,DSL,No internet service,No,No,Yes,No,No,One year,Yes,Mailed check,91.03,6278.16,0,1.3004285714285715,0
Female,0,Yes,Yes,2,Yes,Yes,DSL,Yes,No,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,80.78,156.41,1,26.926666666666666,0
Female,0,No,No,58,Yes,Yes,No,Yes,Yes,No,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),40.82,2359.26,1,0.691864406779661,1
Male,0,Yes,No,56,Yes,No phone service,No,No internet service,No,Yes,No internet service,No,No,Month-to-month,No,Electronic check,86.8,4858.28,1,1.5228070175438595,1
Male,0,No,Yes,24,No,Yes,No,No,No,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),95.37,2285.21,1,3.8148,0
Male,0,Yes,No,69,Yes,Yes,DSL,No,No,No,No,No internet service,No internet service,Month-to-month,No,Mailed check,54.07,3723.31,0,0.7724285714285715,1
Female,0,Yes,No,58,Yes,Yes,DSL,No,No internet service,No internet service,No internet service,No,No internet service,One year,No,Electronic check,76.47,4436.59,0,1.2961016949152542,0
Male,0,Yes,Yes,23,Yes,No,Fiber optic,Yes,No internet service,No,Yes,No,No,One year,No,Mailed check,25.12,581.04,0,1.0466666666666666,0
Female,0,No,No,7,Yes,No phone service,No,No,No,Yes,Yes,No,No,Two year,No,Mailed check,108.85,764.33,1,13.60625,0
Male,0,No,No,11,Yes,No,No,No,Yes,No internet service,No,No,No,One year,No,Electronic check,74.39,821.39,1,6.199166666666667,0
Female,0,No,Yes,41,Yes,Yes,No,No,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),73.37,3005.97,1,1.746904761904762,1
Female,0,No,Yes,10,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,No,Credit card (automatic),27.58,276.43,0,2.5072727272727273,0
Female,0,Yes,No,31,No,Yes,Fiber optic,No internet service,Yes,No,No internet service,Yes,No internet service,One year,Yes,Mailed check,103.56,3207.36,0,3.23625,0
Male,0,Yes,No,16,Yes,No,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,Yes,Two year,No,Electronic check,117.38,1885.93,0,6.904705882352941,0
Female,0,No,No,20,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,76.87,1535.67,1,3.660476190476191,0
Male,0,No,No,47,Yes,No,Fiber optic,No internet service,No,No internet service,No,Yes,No,Month-to-month,No,Bank transfer (automatic),99.25,4660.64,1,2.0677083333333335,1
Male,0,No,No,71,Yes,Yes,No,No internet service,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,72.71,5165.03,1,1.009861111111111,1
Female,0,Yes,No,65,No,No,Fiber optic,Yes,No,Yes,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),93.25,6059.48,1,1.4128787878787878,1
Female,0,No,No,20,No,No phone service,DSL,Yes,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Credit card (automatic),83.24,1662.05,1,3.9638095238095237,0
Male,0,No,Yes,44,Yes,No,DSL,No internet service,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,41.77,1835.75,1,0.9282222222222223,1
Male,1,Yes,No,56,No,Yes,DSL,Yes,No,No internet service,No internet service,Yes,No internet service,One year,No,Credit card (automatic),46.58,2597.31,0,0.8171929824561404,0
Female,0,Yes,Yes,22,Yes,No,DSL,No internet service,Yes,No internet service,No,No,Yes,Two year,Yes,Electronic check,58.14,1289.85,0,2.5278260869565217,0
Male,0,Yes,No,46,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,24.65,1140.09,1,0.524468085106383,1
Male,0,No,No,46,No,No,Fiber optic,Yes,No,No,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),89.57,4115.17,1,1.9057446808510636,1
Male,0,Yes,Yes,3,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),92.67,275.58,1,23.1675,0
Female,0,Yes,No,1,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),78.68,74.19,1,39.34,0
Female,0,No,No,65,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),32.41,2107.73,0,0.49106060606060603,0
Female,0,No,Yes,35,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,No,Yes,Month-to-month,Yes,Credit card (automatic),98.26,3436.12,1,2.729444444444445,1
Female,0,No,No,23,Yes,Yes,DSL,No,Yes,No,No,No,No internet service,Month-to-month,No,Mailed check,73.41,1688.17,1,3.05875,0
Female,0,Yes,No,13,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,87.95,1139.7,1,6.2821428571428575,0
Female,0,No,No,31,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),39.33,1211.14,1,1.2290625,1
Male,1,No,Yes,15,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,82.28,1238.16,1,5.1425,0
Male,0,No,Yes,65,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,36.61,2376.23,0,0.5546969696969697,1
Female,0,No,No,10,Yes,No,DSL,No internet service,No,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),48.09,483.7,1,4.371818181818182,0
Female,0,No,Yes,5,Yes,No,No,No,No,No internet service,No,Yes,No,Month-to-month,Yes,Credit card (automatic),47.8,236.69,1,7.966666666666666,0
Female,0,No,No,69,Yes,No,No,No,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),94.18,6494.64,1,1.3454285714285714,1
Female,0,No,No,56,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,99.57,5580.17,0,1.7468421052631578,0
Female,0,No,No,12,Yes,No phone service,DSL,Yes,No,No,No,Yes,No internet service,Month-to-month,No,Electronic check,32.8,404.21,0,2.523076923076923,0
Male,0,Yes,No,8,No,No,Fiber optic,No,Yes,No internet service,Yes,No,No internet service,Month-to-month,Yes,Mailed check,95.85,768.81,1,10.649999999999999,0
Male,1,No,No,34,No,No,No,No internet service,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),111.24,3776.9,0,3.178285714285714,0
Male,0,No,Yes,29,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),116.32,3364.29,1,3.877333333333333,1
Female,1,No,No,72,Yes,Yes,Fiber optic,No,No,No,No internet service,No internet service,Yes,Two year,No,Electronic check,21.29,1539.59,0,0.29164383561643836,0
Female,0,Yes,No,53,No,No,DSL,Yes,No,No,Yes,No internet service,No,Two year,No,Bank transfer (automatic),63.08,3339.49,0,1.1681481481481482,0
Female,0,Yes,No,31,Yes,No phone service,No,No internet service,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),107.6,3341.72,0,3.3625,0
Female,0,No,Yes,44,Yes,No,No,No internet service,No internet service,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.92,920.27,0,0.4648888888888889,1
Male,0,Yes,Yes,36,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,82.38,2958.04,1,2.226486486486486,1
Male,0,Yes,Yes,54,No,Yes,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),23.51,1259.76,0,0.4274545454545455,0
Female,0,Yes,No,51,No,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,119.68,6096.7,1,2.3015384615384615,1
Female,0,Yes,No,34,No,Yes,DSL,No,No,No internet service,No,Yes,No internet service,Two year,Yes,Mailed check,66.78,2270.76,0,1.9080000000000001,0
Male,0,No,Yes,33,Yes,No,No,Yes,Yes,Yes,No,Yes,No internet service,Two year,Yes,Electronic check,30.27,1005.41,0,0.8902941176470588,0
Male,0,No,No,7,Yes,No,Fiber optic,No,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),91.16,636.47,1,11.395,0
Male,0,No,Yes,18,Yes,No phone service,DSL,Yes,Yes,No internet service,Yes,No,Yes,Two year,No,Credit card (automatic),38.0,673.36,0,2.0,0
Male,0,Yes,No,69,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,34.2,2359.2,0,0.4885714285714286,1
Female,0,Yes,No,59,Yes,Yes,No,Yes,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,76.35,4504.66,1,1.2725,1
